Title,Rating,Director,Writers,Stars,Keywords,Movie_Duration,Genre,Release_Year,Num_of_ratings
downfall ,8.2, oliver hirschbiegel, bernd eichinger joachim fest , bruno ganz alexandra maria lara ulrich matthes ,hitler bunker third reich nazi suicide,156,Biography,-2004,326628
howls moving castle ,8.2, hayao miyazaki, hayao miyazaki , chieko baish takuya kimura tatsuya gashin ,anime studio ghibli steampunk three word title castle,119,Animation,-2004,323450
a beautiful mind ,8.2, ron howard, akiva goldsman sylvia nasar , russell crowe ed harris jennifer connelly ,mathematician mental illness schizophrenia nobel prize game theory,135,Biography,-2001,833296
hera pheri ,8.2, priyadarshan, siddique , akshay kumar sunil shetty paresh rawal ,cult film kidnapping telephone call daydreamer mistaken identity,156,Action,-2000,55571
lock stock and two smoking barrels ,8.2, guy ritchie, guy ritchie, jason flemyng dexter fletcher nick moran ,gangster dark comedy violence united kingdom shotgun,107,Action,-1998,527588
la confidential ,8.2, curtis hanson, james ellroy , kevin spacey russell crowe guy pearce ,corruption murder call girl neo noir arizona,138,Crime,-1997,524470
the bandit ,8.2, yavuz turgul, yavuz turgul, sener sen ugur ycel sermin hrmeri ,bandit money prison bar mafia,128,Crime,-1996,62576
heat ,8.2, michael mann, michael mann, al pacino robert de niro val kilmer ,gun battle organized crime honor criminal investigation taken in for questioning,170,Crime,-1995,566371
casino ,8.2, martin scorsese, nicholas pileggi , robert de niro sharon stone joe pesci ,crime epic casino gambling gangster exploding car,178,Crime,-1995,456807
andaz apna apna ,8.2, rajkumar santoshi, rajkumar santoshi , aamir khan salman khan raveena tandon ,cult film time bomb person in a car trunk pretending to be blind heiress,160,Comedy,-1994,48611
unforgiven ,8.2, clint eastwood, david webb peoples, clint eastwood gene hackman morgan freeman ,revisionist western one last job sadist revenge gun control,130,Drama,-1992,369841
indiana jones and the last crusade ,8.2, steven spielberg, jeffrey boam , harrison ford sean connery alison doody ,holy grail father son relationship origin of hero year 1912 united states of america,127,Action,-1989,680977
my neighbor totoro ,8.2, hayao miyazaki, hayao miyazaki, hitoshi takagi noriko hidaka chika sakamoto ,sister sister relationship studio ghibli sick mother little girl father daughter relationship,86,Animation,-1988,282172
die hard ,8.2, john mctiernan, roderick thorp , bruce willis alan rickman bonnie bedelia ,hostage one against many los angeles california christmas christmas eve,132,Action,-1988,771986
ran ,8.2, akira kurosawa, akira kurosawa , tatsuya nakadai akira terao jinpachi nezu ,nihilism castle samurai thirst for power struggle for power,162,Action,-1985,110041
raging bull ,8.2, martin scorsese, jake lamotta , robert de niro cathy moriarty joe pesci ,jealousy rage domestic violence violence boxing,129,Biography,-1980,316190
stalker ,8.2, andrei tarkovsky, arkadiy strugatskiy , alisa freyndlikh aleksandr kaydanovskiy anatoliy solonitsyn ,guide writer professor ringing phone phone ringing,162,Drama,-1979,113511
the message ,8.2, moustapha akkad, hal craig tewfik elhakim , anthony quinn irene papas michael ansara ,7th century mecca day for night assassination attempt reference to the bible,177,Biography,-1976,43181
sholay ,8.2, ramesh sippy, javed akhtar , sanjeev kumar dharmendra amitabh bachchan ,bandit gang bounty hunter forced to dance friendship between men horse drawn carriage,162,Action,-1975,50527
monty python and the holy grail ,8.2, terry gilliam terry jones, graham chapman john cleese , graham chapman john cleese eric idle ,holy grail camelot killer rabbit monty python cult film,91,Adventure,-1975,494347
the great escape ,8.2, john sturges, paul brickhill , steve mcqueen james garner richard attenborough ,tunnel escape from prison escape prisoner of war nazi germany,172,Adventure,-1963,221147
to kill a mockingbird ,8.2, robert mulligan, harper lee , gregory peck john megna frank overton ,trial lawyer false accusation based on novel small town,129,Crime,-1962,290373
yojimbo ,8.2, akira kurosawa, akira kurosawa , toshir mifune eijir tno tatsuya nakadai ,samurai ronin bodyguard one against many man with no name,110,Action,-1961,108792
judgment at nuremberg ,8.2, stanley kramer, abby mann abby mann , spencer tracy burt lancaster richard widmark ,nuremberg trials allies occupation of germany nuremberg germany judge nazi,179,Drama,-1961,68055
some like it hot ,8.2, billy wilder, billy wilder , marilyn monroe tony curtis jack lemmon ,sex comedy comedy of errors 1920s disguise all girl band,121,Comedy,-1959,239785
wild strawberries ,8.2, ingmar bergman, ingmar bergman, victor sjstrm bibi andersson ingrid thulin ,professor road movie nostalgia dream strawberry,91,Drama,-1957,93891
the seventh seal ,8.2, ingmar bergman, ingmar bergman , max von sydow gunnar bjrnstrand bengt ekerot ,knight medieval times death personified death chess,96,Drama,-1957,160927
rififi ,8.2, jules dassin, auguste le breton , jean servais carl mhner robert manuel ,heist gem burglary power drill security system,118,Crime,-1955,27241
dial m for murder ,8.2, alfred hitchcock, frederick knott , ray milland grace kelly robert cummings ,blackmail murder tennis player love letter key,105,Crime,-1954,154882
tokyo story ,8.2, yasujir ozu, kgo noda , chish ry chieko higashiyama s yamamura ,estrangement family reunion post world war two japanese generation gap,136,Drama,-1953,51275
rashomon ,8.2, akira kurosawa, rynosuke akutagawa , toshir mifune machiko ky masayuki mori ,unreliable narration heavy rain contradictory accounts multiple perspectives story told from different perspectives,88,Crime,-1950,149570
all about eve ,8.2, joseph l mankiewicz, joseph l mankiewicz , bette davis anne baxter george sanders ,two faced wench deceiver theater meta film,138,Drama,-1950,118590
the treasure of the sierra madre ,8.2, john huston, john huston , humphrey bogart walter huston tim holt ,mexico sierra madre mountains national film registry afi 1920s,126,Adventure,-1948,112379
to be or not to be ,8.2, ernst lubitsch, melchior lengyel , carole lombard jack benny robert stack ,screwball comedy poland world war two national film registry professor,99,Comedy,-1942,28303
the gold rush ,8.2, charles chaplin, charles chaplin, charles chaplin mack swain tom murray ,gold klondike klondike gold rush national film registry little tramp,95,Adventure,-1925,98627
sherlock jr ,8.2, buster keaton, jean c havez , buster keaton kathryn mcguire joe keaton ,false accusation surrealism national film registry character name as title entering movie via screen,45,Action,-1924,40391
portrait of a lady on fire ,8.1, cline sciamma, cline sciamma, nomie merlant adåle haenel lu¾na bajrami ,lesbian relationship portrait portrait painting abortion arranged marriage,122,Drama,-2019,53773
pink ,8.1, aniruddha roy chowdhury, shoojit sircar , taapsee pannu amitabh bachchan kirti kulhari ,courtroom drama lawyer intimidation courtroom attempted rape,136,Drama,-2016,38113
a silent voice the movie ,8.1, naoko yamada, yoshitoki oima , miyu irino saori hayami aoi yki ,fireworks deaf girl short skirt bully bullying,130,Animation,-2016,42696
the invisible guest ,8.1, oriol paulo, oriol paulo, mario casas ana wagener jos coronado ,repeated scene from a different perspective giallo spanish giallo lawyer businessman,106,Crime,-2016,130875
the handmaiden ,8.1, chanwook park, sarah waters , minhee kim jungwoo ha jinwoong cho ,lesbianism female nudity bare breasts lesbian sex repeated scene from a different perspective,145,Drama,-2016,107066
mommy ,8.1, xavier dolan, xavier dolan , anne dorval antoine olivier pilon suzanne clment ,dysfunctional family single mother oedipus complex institutionalization troubled teenager,139,Drama,-2014,49268
haider ,8.1, vishal bhardwaj, william shakespeare , shahid kapoor tabu shraddha kapoor ,kashmir disappearance doctor shakespeares hamlet murder,160,Action,-2014,49696
logan ,8.1, james mangold, james mangold , hugh jackman patrick stewart dafne keen ,marvel comics x men superhero mutant north dakota,137,Action,-2017,632997
room ,8.1, lenny abrahamson, emma donoghue , brie larson jacob tremblay sean bridgers ,escape kidnapping mother son relationship imprisonment unlawful confinement,118,Drama,-2015,361565
iron man ,7.9, jon favreau, mark fergus , robert downey jr gwyneth paltrow terrence howard ,billionaire inventor robot suit based on comic marvel cinematic universe,126,Action,-2008,925597
shaun of the dead ,7.9, edgar wright, simon pegg edgar wright, simon pegg nick frost kate ashfield ,zombie apocalypse pub british horror zombie flesh eating zombies,99,Comedy,-2004,505066
headon ,7.9, fatih akin, fatih akin , birol nel sibel kekili gven kira ,marriage girl naivety naive girl young wife,121,Drama,-2004,50580
mystic river ,7.9, clint eastwood, brian helgeland , sean penn tim robbins kevin bacon ,sexual abuse based on novel childhood friend child molester irish american,138,Crime,-2003,413608
harry potter and the prisoner of azkaban ,7.9, alfonso cuarn, jk rowling , daniel radcliffe emma watson rupert grint ,magic wizard school of magic wrongful conviction magical map,142,Adventure,-2004,538304
hero ,7.9, yimou zhang, feng li , jet li tony chiuwai leung maggie cheung ,3rd century bc assassin ancient china wuxia 227 bc,120,Action,-2002,172627
talk to her ,7.9, pedro almodvar, pedro almodvar, rosario flores javier cmara daro grandinetti ,nudity female nudity coma rape coma nurse,112,Drama,-2002,103356
no mans land ,7.9, danis tanovic, danis tanovic, branko djuric rene bitorajac filip sovagovic ,year 1993 allegory yugoslav wars yugoslavia war satire,98,Comedy,-2001,44138
cowboy bebop the movie ,7.9, shinichir watanabe tensai okamura  2 more credits é, keiko nobumoto , beau billingslea melissa fahn nicholas guest ,based on manga terrorist explosion neo noir based on tv series,115,Animation,-2001,42262
the bourne identity ,7.9, doug liman, tony gilroy , franka potente matt damon chris cooper ,amnesia assassin secret past money dark past,119,Action,-2002,501387
nine queens ,7.9, fabin bielinsky as fabian bielinsky, fabin bielinsky , ricardo darn gastn pauls graciela tenenbaum ,held at gunpoint playing cards philately bag of money counterfeiting,114,Crime,-2000,49102
children of men ,7.9, alfonso cuarn, alfonso cuarn , julianne moore clive owen chiwetel ejiofor ,long take england fertility neo noir allegory,109,Adventure,-2006,459084
almost famous ,7.9, cameron crowe, cameron crowe, billy crudup patrick fugit kate hudson ,rock n roll smoking marijuana on the road rock musician music industry,122,Adventure,-2000,249069
toy story 2 ,7.9, john lasseter ash brannon codirector  1 more credit é, john lasseter , tom hanks tim allen joan cusack ,toy cgi animation toy comes to life 1990s rescue,92,Animation,-1999,518046
boogie nights ,7.9, paul thomas anderson, paul thomas anderson, mark wahlberg julianne moore burt reynolds ,porn industry 1970s adult entertainment industry adult filmmaking pornography,155,Drama,-1997,235490
whisper of the heart ,7.9, yoshifumi kond, hayao miyazaki , yoko honna issey takahashi takashi tachibana ,studio ghibli school ambition coming of age female protagonist,111,Animation,-1995,49810
once were warriors ,7.9, lee tamahori, riwia brown alan duff , rena owen temuera morrison mamaengaroa kerrbell ,f rated new zealand maori gang gang violence,102,Crime,-1994,31110
true romance ,7.9, tony scott, quentin tarantino, christian slater patricia arquette dennis hopper ,drugs cocaine pimp aspiring actor los angeles california,119,Crime,-1993,203812
three colors blue ,7.9, krzysztof kieslowski, krzysztof kieslowski , juliette binoche zbigniew zamachowski julie delpy ,liberty first part of trilogy trauma telling a joke mourning,94,Drama,-1993,87319
ninja scroll ,7.9, yoshiaki kawajiri, yoshiaki kawajiri , kichi yamadera emi shinohara takeshi aono ,death of a companion female ninja death by sword poisoning horse riding,94,Animation,-1993,34052
carlitos way ,7.9, brian de palma, edwin torres , al pacino sean penn penelope ann miller ,mafia breasts female nudity go go dancer female frontal nudity,144,Crime,-1993,197881
edward scissorhands ,7.9, tim burton, tim burton , johnny depp winona ryder dianne wiest ,scissors compassion surrealism misfit waterbed,105,Drama,-1990,439982
my left foot ,7.9, jim sheridan, shane connaughton , daniel daylewis brenda fricker alison whelan ,wheelchair british renaissance younger version of character disability foot,103,Biography,-1989,66737
crimes and misdemeanors ,7.9, woody allen, woody allen, martin landau woody allen bill bernstein ,documentary filmmaker mistress adultery brother guilty conscience,104,Comedy,-1989,53883
the untouchables ,7.9, brian de palma, david mamet oscar fraley , kevin costner sean connery robert de niro ,al capone character prohibition era corruption prohibition chicago illinois,119,Crime,-1987,274670
hannah and her sisters ,7.9, woody allen, woody allen, mia farrow dianne wiest michael caine ,thanksgiving midlife crisis reference to cole porter family relationships unfaithful husband,107,Comedy,-1986,66186
brazil ,7.9, terry gilliam, terry gilliam , jonathan pryce kim greist robert de niro ,bureaucracy wrongful arrest dystopia dream clerical error,132,Drama,-1985,185354
this is spinal tap ,7.9, rob reiner, christopher guest michael mckean , rob reiner michael mckean christopher guest ,heavy metal mockumentary parody rockumentary satire,82,Comedy,-1984,127278
a christmas story ,7.9, bob clark, jean shepherd , peter billingsley melinda dillon darren mcgavin ,christmas bb gun tongue stuck on a pole boy 1940s,94,Comedy,-1983,127973
the blues brothers ,7.9, john landis, dan aykroyd john landis, john belushi dan aykroyd cab calloway ,pig on the run release from prison reckless driving police chase,133,Action,-1980,180034
manhattan ,7.9, woody allen, woody allen marshall brickman, woody allen diane keaton mariel hemingway ,reference to vincent van gogh reference to paul mccartney reference to august strindberg reference to veronica lake reference to paul cezanne,96,Comedy,-1979,129854
all that jazz ,7.9, bob fosse, robert alan aurthur bob fosse, roy scheider jessica lange ann reinking ,dancer cigarette smoking price of fame prescription drug abuse workaholic,123,Drama,-1979,27571
dawn of the dead ,7.9, george a romero, george a romero, david emge ken foree scott h reiniger ,zombie apocalypse cult film flesh eating pennsylvania looter,127,Action,-1978,109929
the holy mountain ,7.9, alejandro jodorowsky as alexandro jodorowsky, alejandro jodorowsky , alejandro jodorowsky horacio salinas zamira saunders ,experimental film male frontal nudity holy mountain alchemist enlightenment,114,Adventure,-1973,35884
amarcord ,7.9, federico fellini, federico fellini , magali nol bruno zanin pupella maggio ,big breasts group of friends men masturbate together satire large lady,123,Comedy,-1973,39160
the discreet charm of the bourgeoisie ,7.9, luis bu±uel as luis bunuel, luis bu±uel , fernando rey delphine seyrig paul frankeur ,sitting at a dining table dream dinner avant garde rich couple,102,Comedy,-1972,37743
aguirre the wrath of god ,7.9, werner herzog, werner herzog, klaus kinski ruy guerra helena rojo ,el dorado spanish conquistador megalomaniac 1560s,95,Action,-1972,51368
harold and maude ,7.9, hal ashby, colin higgins, ruth gordon bud cort vivian pickles ,death existentialism older woman younger man relationship funeral nihilism,91,Comedy,-1971,69872
patton ,7.9, franklin j schaffner, francis ford coppola , george c scott karl malden stephen young ,year 1942 year 1945 year 1944 year 1943 world war two in italy,172,Biography,-1970,92798
the wild bunch ,7.9, sam peckinpah, walon green , william holden ernest borgnine robert ryan ,arizona yuma territorial prison shoulder holster arizona territory yaqui indian,135,Action,-1969,76476
night of the living dead ,7.9, george a romero, john a russo , duane jones judith odea karl hardman ,zombie basement cemetery running out of gas night of the living dead,96,Horror,-1968,114379
the lion in winter ,7.9, anthony harvey, james goldman , peter otoole katharine hepburn anthony hopkins ,king henry ii british royal family medieval times royalty sword fight,134,Biography,-1968,28590
in the heat of the night ,7.9, norman jewison, stirling silliphant , sidney poitier rod steiger warren oates ,african american racial tension small town southern us detective,110,Crime,-1967,66534
charade ,7.9, stanley donen, peter stone , cary grant audrey hepburn walter matthau ,investigation assumed identity reference to william shakespeare deception murder,113,Comedy,-1963,66951
the manchurian candidate ,7.9, john frankenheimer, richard condon , frank sinatra laurence harvey janet leigh ,conspiracy brainwashed assassin cold war korean war recurring nightmare,126,Drama,-1962,70438
spartacus ,7.9, stanley kubrick, dalton trumbo , kirk douglas laurence olivier jean simmons ,slave rebellion roman republic freedom slave revolt homosexual subtext,197,Adventure,-1960,122677
lavventura ,7.9, michelangelo antonioni, michelangelo antonioni , gabriele ferzetti monica vitti lea massari ,marriage proposal alienation boyfriend girlfriend relationship infidelity falling in love,144,Drama,-1960,25920
hiroshima mon amour ,7.9, alain resnais, marguerite duras , emmanuelle riva eiji okada stella dassas ,memory atomic bomb impossible love nuclear bomb oblivion,90,Drama,-1959,27712
the ten commandments ,7.9, cecil b demille as cecil b de mille, dorothy clarke wilson , charlton heston yul brynner anne baxter ,bare chested male bondage male whipping chest whipping camel tough guy,220,Adventure,-1956,62667
the searchers ,7.9, john ford, frank s nugent , john wayne jeffrey hunter vera miles ,navajo indian national film registry afi ambush long engagement,119,Adventure,-1956,79031
straight outta compton ,7.8, f gary gray, jonathan herman , oshea jackson jr corey hawkins jason mitchell ,hip hop gangsta rap based on true story nwa 1980s,147,Biography,-2015,177025
mother ,7.8, bong joon ho, bong joon ho , hyeja kim won bin goo jin ,acupuncture murder innocence guilt investigation,129,Crime,-2009,50032
the chaser ,7.8, hongjin na, wonchan hong shinho lee , yoonseok kim jungwoo ha yeonghie seo ,police detective pursuit anti hero social commentary anger,125,Action,-2008,56921
the hobbit the desolation of smaug ,7.8, peter jackson, fran walsh , ian mckellen martin freeman richard armitage ,giant spider sword and sorcery elf dwarf galadriel character,161,Adventure,-2013,593307
the white ribbon ,7.8, michael haneke, michael haneke michael haneke , christian friedel ernst jacobi leonie benesch ,protestant ethic sexual abuse father daughter incest year 1914 east elbia,144,Drama,-2009,67755
the girl with the dragon tattoo ,7.8, niels arden oplev, nikolaj arcel , michael nyqvist noomi rapace ewa frling ,disappearance journalist hacker violence against women female hacker,152,Crime,-2009,206864
the fighter ,7.8, david o russell, scott silver , mark wahlberg christian bale amy adams ,boxing boxer scantily clad female panties nipples visible through clothing,116,Biography,-2010,335783
taken ,7.8, pierre morel, luc besson robert mark kamen, liam neeson maggie grace famke janssen ,france cia rescue woman in jeopardy teenage abduction,90,Action,-2008,559871
the boy in the striped pajamas ,7.8, mark herman, john boyne , asa butterfield david thewlis rupert friend ,jew boy poison gas fence jewish,94,Drama,-2008,187186
once ,7.8, john carney, john carney, glen hansard markta irglov hugh walsh ,independent film ireland payphone watching television song,86,Drama,-2007,109568
the hobbit an unexpected journey ,7.8, peter jackson, fran walsh , martin freeman ian mckellen richard armitage ,wizard dragon dwarf hobbit orc,169,Adventure,-2012,748639
the edge of heaven ,7.8, fatih akin, fatih akin, baki davrak nurgl yesilay tuncel kurtiz ,tragic event child uses a gun woman arrested death by slap political demonstration,122,Drama,-2007,30473
atonement ,7.8, joe wright, ian mcewan , keira knightley james mcavoy brenda blethyn ,world war two rape false accusation sex loss of virginity,123,Drama,-2007,246304
drive ,7.8, nicolas winding refn, hossein amini , ryan gosling carey mulligan bryan cranston ,neo noir nameless character mythical hero silent protagonist very little dialogue,100,Crime,-2011,561986
american gangster ,7.8, ridley scott, steven zaillian mark jacobson , denzel washington russell crowe chiwetel ejiofor ,erect nipples heroin vietnam policeman 1970s,157,Biography,-2007,385123
avatar ,7.8, james cameron, james cameron, sam worthington zoe saldana sigourney weaver ,spiritualism paraplegic marine future forest protection,162,Action,-2009,1105825
mr nobody ,7.8, jaco van dormael, jaco van dormael, jared leto sarah polley diane kruger ,multiple outcomes stepbrother stepsister relationship nonlinear timeline mother spanking child butterfly effect,141,Drama,-2009,213096
apocalypto ,7.8, mel gibson, mel gibson farhad safinia, gerardo taracena raoul max trujillo dalia hernndez ,tribe mayan prophecy hunted turns hunter knife,139,Action,-2006,287553
little miss sunshine ,7.8, jonathan dayton valerie faris, michael arndt, steve carell toni collette greg kinnear ,gay drugs graduate student beauty pageant cross country trip,101,Comedy,-2006,434046
hot fuzz ,7.8, edgar wright, edgar wright simon pegg, simon pegg nick frost martin freeman ,police officer workaholic village police murder,121,Action,-2007,456833
the curious case of benjamin button ,7.8, david fincher, eric roth , brad pitt cate blanchett tilda swinton ,premature aging aging lingerie slip older man younger woman relationship deformed baby,166,Drama,-2008,579148
veerzaara ,7.8, yash chopra, aditya chopra , shah rukh khan preity zinta rani mukerji ,pakistan stranded rescue prison fair,192,Drama,-2004,48170
adams apples ,7.8, anders thomas jensen, anders thomas jensen, ulrich thomsen mads mikkelsen nicolas bro ,priest neo nazi church rectory faith,94,Comedy,-2005,44751
pride  prejudice ,7.8, joe wright, deborah moggach , keira knightley matthew macfadyen brenda blethyn ,pride and prejudice georgian era united kingdom georgian england,129,Drama,-2005,251476
the worlds fastest indian ,7.8, roger donaldson, roger donaldson, anthony hopkins diane ladd iain rea ,ambition nitroglycerin 20th century based on real person man,127,Biography,-2005,51458
tokyo godfathers ,7.8, satoshi kon shgo furuya codirector, satoshi kon , tru emori yoshiaki umegaki aya okamoto ,family relationships homeless baby tokyo japan christmas,92,Animation,-2003,30213
serenity ,7.8, joss whedon, joss whedon, nathan fillion gina torres chiwetel ejiofor ,on the run smuggler slim attractive girl girl with long feminine hair spacecraft,119,Action,-2005,280761
walk the line ,7.8, james mangold, johnny cash , joaquin phoenix reese witherspoon ginnifer goodwin ,guitar 1960s accident country music musician,136,Biography,-2005,230761
evil ,7.8, mikael h«fstrm, jan guillou , andreas wilson henrik lundstrm gustaf skarsg«rd ,based on true story rebel finnish woman insubordination school,113,Drama,-2003,35280
the notebook ,7.8, nick cassavetes, jeremy leven , gena rowlands james garner rachel mcadams ,letter second chance summer love class differences nursing home,123,Drama,-2004,511483
the motorcycle diaries ,7.8, walter salles, ernesto che guevara , gael garca bernal rodrigo de la serna ma maestro ,travel motorcycle 20th century year 1952 woman,126,Adventure,-2004,95744
lilya 4ever ,7.8, lukas moodysson, lukas moodysson, oksana akinshina artyom bogucharskiy pavel ponomaryov ,sex trade teenage prostitution human trafficking sexual abuse poverty,109,Crime,-2002,42130
the triplets of belleville ,7.8, sylvain chomet, sylvain chomet, michle caucheteux jeanclaude donda michel robin ,tour de france mafia dog very little dialogue belleville,80,Animation,-2003,50114
joint security area ,7.8, chanwook park, seongsan jeong hyunseok kim , yeongae lee byunghun lee kangho song ,korean demilitarised zone north south korea divide soldier korea neutral nation,110,Action,-2000,25815
the count of monte cristo ,7.8, kevin reynolds, alexandre dumas , jim caviezel guy pearce christopher adamson ,priest sword fight prison break color remake of black and white film firework,131,Action,-2002,127506
waking life ,7.8, richard linklater, richard linklater, ethan hawke trevor jack brooks lorelei linklater ,philosophy lucid dreams ukulele watching television lucid dreaming,99,Animation,-2001,60131
remember the titans ,7.8, boaz yakin, gregory allen howard, denzel washington will patton wood harris ,american football school high school 1970s head coach,113,Biography,-2000,195413
crouching tiger hidden dragon ,7.8, ang lee, du lu wang , yunfat chow michelle yeoh ziyi zhang ,china female martial artist defying gravity sword warrior,120,Action,-2000,250494
all about my mother ,7.8, pedro almodvar, pedro almodvar, cecilia roth marisa paredes candela pe±a ,actress writer single mother sex talk reference to a streetcar named desire,101,Drama,-1999,87758
cast away ,7.8, robert zemeckis, william broyles jr, tom hanks helen hunt paul sanchez ,survival one man film crash survivor remote island plane crash,143,Adventure,-2000,514055
the boondock saints ,7.8, troy duffy, troy duffy, willem dafoe sean patrick flanery norman reedus ,gay slur gay cross dressing gay sex homosexual subtext,108,Action,-1999,225404
the insider ,7.8, michael mann, marie brenner , russell crowe al pacino christopher plummer ,whistleblower tortuous interference 1990s tobacco cbs news,157,Biography,-1999,157704
october sky ,7.8, joe johnston, homer h hickam jr , jake gyllenhaal chris cooper laura dern ,alcohol rocket hope competition nerd,108,Biography,-1999,81282
shrek ,7.8, andrew adamson vicky jenson, william steig , mike myers eddie murphy cameron diaz ,onion epic exploding animal arm ripped off male nudity,90,Animation,-2001,603822
titanic ,7.8, james cameron, james cameron, leonardo dicaprio kate winslet billy zane ,iceberg sailors death mass death titanic wet,194,Drama,-1997,1028745
fireworks ,7.8, takeshi kitano, takeshi kitano, takeshi kitano kayoko kishimoto ren osugi ,police leukemia cynicism japan japanese man,103,Crime,-1997,27193
gattaca ,7.8, andrew niccol, andrew niccol, ethan hawke uma thurman jude law ,genetics future space travel urine sample paraplegic,106,Drama,-1997,277154
the game ,7.8, david fincher, john brancato michael ferris, michael douglas deborah kara unger sean penn ,suicide surprise ending game hitchcockian puzzlement,129,Action,-1997,339000
breaking the waves ,7.8, lars von trier as lars von trier, lars von trier peter asmussen , emily watson stellan skarsg«rd katrin cartlidge ,female full frontal nudity female pubic hair love sex pubic hair,159,Drama,-1996,61500
ed wood ,7.8, tim burton, rudolph grey , johnny depp martin landau sarah jessica parker ,director film director misfit friend hollywood,127,Biography,-1994,163496
whats eating gilbert grape ,7.8, lasse hallstrm, peter hedges , johnny depp leonardo dicaprio juliette lewis ,mentally challenged small town countryside rural setting responsibility,118,Drama,-1993,211458
tombstone ,7.8, george p cosmatos kevin jarre uncredited, kevin jarre, kurt russell val kilmer sam elliott ,wyatt earp character two gun holster double gun holster tucson arizona benson arizona,130,Action,-1993,124045
the sandlot ,7.8, david mickey evans, david mickey evans robert gunter, tom guiry mike vitar art lafleur ,original story one piece bathing suit voyeurism baseball kiss on the lips,101,Comedy,-1993,77779
the remains of the day ,7.8, james ivory, kazuo ishiguro , anthony hopkins emma thompson john haycraft ,butler housekeeper manor estate class differences,134,Drama,-1993,64559
naked ,7.8, mike leigh, mike leigh, david thewlis lesley sharp katrin cartlidge ,sexual humiliation rough sex existentialism male frontal nudity voyeurism,132,Comedy,-1993,33632
the fugitive ,7.8, andrew davis, jeb stuart , harrison ford tommy lee jones sela ward ,one armed man on the run us marshal surgeon chicago illinois,130,Action,-1993,263524
a bronx tale ,7.8, robert de niro, chazz palminteri , robert de niro chazz palminteri lillo brancato ,burnt body dying young car on fire bus ride father son conflict,121,Crime,-1993,125910
batman mask of the phantasm ,7.8, kevin altieri boyd kirkland  4 more credits é, alan burnett , kevin conroy dana delany hart bochner ,batman character bruce wayne character dc comics neo noir based on tv series,76,Animation,-1993,42918
hard boiled ,7.8, john woo, john woo , yunfat chow tony chiuwai leung teresa mo ,gun fu informant gunfight long take partnership,128,Action,-1992,46153
night on earth ,7.8, jim jarmusch, jim jarmusch, winona ryder gena rowlands lisanne falk ,episodic structure taxi night paris france rome italy,129,Comedy,-1991,54363
the double life of vronique ,7.8, krzysztof kieslowski, krzysztof kieslowski krzysztof piesiewicz, irne jacob wladyslaw kowalski halina gryglaszewska ,doppelganger female protagonist music teacher opera singer polish woman,98,Drama,-1991,41101
boyz n the hood ,7.8, john singleton, john singleton, cuba gooding jr laurence fishburne hudhail alamir ,gangsta walking on train tracks dead body african american protagonist violence,112,Crime,-1991,122972
misery ,7.8, rob reiner, stephen king , james caan kathy bates richard farnsworth ,female psychopath obsessed fan broken leg typewriter brutality,107,Drama,-1990,180759
awakenings ,7.8, penny marshall, oliver sacks , robert de niro robin williams julie kavner ,psychiatric hospital drug testing catatonia encephalitis lethargica year 1969,121,Biography,-1990,121967
kikis delivery service ,7.8, hayao miyazaki, eiko kadono , kirsten dunst minami takayama rei sakuma ,witch cat studio ghibli goodwill magic,103,Animation,-1989,119806
glory ,7.8, edward zwick, kevin jarre , matthew broderick denzel washington cary elwes ,19th century american civil war black soldier military uniform soldier,122,Biography,-1989,120248
the killer ,7.8, john woo, john woo, yunfat chow danny lee sally yeh ,hong kong hitman gunfight police 1980s,111,Action,-1989,45176
back to the future part ii ,7.8, robert zemeckis, robert zemeckis , michael j fox christopher lloyd lea thompson ,second part adultery lift skirt year 2015 time machine,108,Adventure,-1989,472116
mississippi burning ,7.8, alan parker, chris gerolmo, gene hackman willem dafoe frances mcdormand ,1960s mississippi african american police investigation,128,Crime,-1988,86575
predator ,7.8, john mctiernan, jim thomas john thomas, arnold schwarzenegger carl weathers kevin peter hall ,jungle survival hunting people characters killed one by one commando,107,Action,-1987,366460
evil dead ii ,7.8, sam raimi, sam raimi scott spiegel, bruce campbell sarah berry dan hicks ,grindhouse film panties 1980s cult film backwoods,84,Action,-1987,145823
ferris buellers day off ,7.8, john hughes, john hughes, matthew broderick alan ruck mia sara ,high school girl anti hero talking to the camera high school coming of age,103,Comedy,-1986,315939
down by law ,7.8, jim jarmusch, jim jarmusch, tom waits john lurie roberto benigni ,female nudity swamp prison pimp escape from prison,107,Comedy,-1986,47154
the goonies ,7.8, richard donner, chris columbus , sean astin josh brolin jeff cohen ,treasure hunt group of friends treasure map teen comedy treasure,114,Adventure,-1985,239978
the color purple ,7.8, steven spielberg, menno meyjes , danny glover whoopi goldberg oprah winfrey ,racial discrimination african american protagonist lesbian kiss letter abuse,154,Drama,-1985,77014
the breakfast club ,7.8, john hughes, john hughes, emilio estevez judd nelson molly ringwald ,high school teenage angst detention antihero 1980s,97,Comedy,-1985,351845
the killing fields ,7.8, roland joff, bruce robinson , sam waterston haing s ngor john malkovich ,khmer rouge cambodia genocide escape attempt prison camp,141,Biography,-1984,50871
ghostbusters ,7.8, ivan reitman, dan aykroyd harold ramis, bill murray dan aykroyd sigourney weaver ,ghost ghostbuster university scientist paranormal investigation team,105,Action,-1984,349397
